id;annotation;min;max;length;dir
PRJNA276168:UN65_07360;NADH-quinone oxidoreductase subunit K;1603840;1604160;321;r
PRJNA276168:UN65_07365;NADH dehydrogenase;1604162;1604671;510;r
PRJNA276168:UN65_07370;NADH-quinone oxidoreductase subunit I;1604673;1605209;537;r
PRJNA276168:UN65_07375;NADH:ubiquinone oxidoreductase subunit H;1605417;1606454;1038;r
PRJNA276168:UN65_07380;NADH dehydrogenase;1606458;1607486;1029;r
PRJNA276168:UN65_07385;NADH dehydrogenase;1607586;1608953;1368;r
PRJNA276168:UN65_07390;hypothetical protein;1608953;1609594;642;r
PRJNA276168:UN65_07395;hypothetical protein;1609597;1610700;1104;r
PRJNA276168:UN65_07400;NADH dehydrogenase;1610719;1611258;540;r
PRJNA276168:UN65_07405;NADH dehydrogenase;1611263;1612498;1236;r
PRJNA276168:UN65_07410;NADH dehydrogenase;1612514;1613035;522;r
PRJNA276168:UN65_07415;NADH dehydrogenase;1613037;1613588;552;r
PRJNA276168:UN65_07420;NADH-quinone oxidoreductase subunit A;1613669;1614034;366;r
PRJNA276168:UN65_07425;ribonuclease G;1614190;1615737;1548;r
PRJNA276168:UN65_07430;DNA-binding protein;1616076;1616384;309;r
PRJNA276168:UN65_07435;adenine glycosylase;1616516;1617547;1032;f
PRJNA276168:UN65_07440;single-stranded DNA-binding protein;1617590;1618012;423;f
PRJNA276168:UN65_07445;gliding motility protein GldD;1618015;1618578;564;f
PRJNA276168:UN65_07450;ABC transporter permease;1618743;1620152;1410;f
PRJNA276168:UN65_07455;ABC transporter permease;1620169;1621122;954;f
PRJNA276168:UN65_07460;ABC transporter permease;1621141;1622310;1170;f
PRJNA276168:UN65_07470;6-pyruvoyl tetrahydropterin synthase;1623044;1623496;453;r
PRJNA276168:UN65_07475;50S ribosomal protein L27;1623573;1623833;261;r
PRJNA276168:UN65_07480;50S ribosomal protein L21;1623859;1624287;429;r
PRJNA276168:UN65_07485;peptidase M16;1624491;1625792;1302;f
PRJNA276168:UN65_07495;hydrolase TatD;1627392;1628162;771;f
PRJNA276168:UN65_07500;glycerol acyltransferase;1628276;1629412;1137;f
PRJNA276168:UN65_07505;1-alkyl-2-acetylglycerophosphocholine esterase;1629396;1630430;1035;f
PRJNA276168:UN65_07515;thiol-activated cytolysin [3154959:3156636](+);1631526;1633202;1677;r
PRJNA276168:UN65_07520;transposase;1633548;1634159;612;r
PRJNA276168:UN65_07525;hypothetical protein;1634119;1634616;498;r
PRJNA276168:UN65_07530;geranylgeranylglyceryl phosphate synthase;1635168;1635884;717;r
PRJNA276168:UN65_07535;4-phosphopantetheinyl transferase;1636010;1636651;642;r
PRJNA276168:UN65_07540;adenosylhomocysteinase;1636904;1638220;1317;f
PRJNA276168:UN65_07545;hypothetical protein;1638671;1638862;192;f
PRJNA276168:UN65_07550;nicotinamide mononucleotide transporter;1638868;1639500;633;f
PRJNA276168:UN65_07555;ATPase;1639455;1641560;2106;f
PRJNA276168:UN65_07560;enoyl-CoA hydratase;1641870;1642622;753;r
PRJNA276168:UN65_07565;uroporphyrinogen-III synthase;1642945;1643694;750;r
PRJNA276168:UN65_07570;hypothetical protein;1643729;1644394;666;r
PRJNA276168:UN65_07575;dolichyl-phosphate beta-D-mannosyltransferase;1644497;1645222;726;f
PRJNA276168:UN65_07580;dihydroorotase;1645237;1646574;1338;f
PRJNA276168:UN65_07590;NAD-dependent epimerase;1647037;1648014;978;r
PRJNA276168:UN65_07595;tyrosyl-tRNA synthetase;1648509;1649819;1311;f
PRJNA276168:UN65_07600;secretion protein;1650024;1653254;3231;f
PRJNA276168:UN65_07605;peptidase S9;1653350;1655266;1917;f
PRJNA276168:UN65_07610;glutamine amidotransferase;1655330;1657177;1848;r
PRJNA276168:UN65_07615;hypothetical protein;1657179;1658813;1635;r
PRJNA276168:UN65_07620;glycogen synthase;1658818;1659627;810;r
PRJNA276168:UN65_07625;pantothenate synthetase;1659735;1660583;849;f
PRJNA276168:UN65_07630;aspartate decarboxylase;1660598;1660948;351;f
PRJNA276168:UN65_07635;membrane protein;1660923;1661912;990;f
PRJNA276168:UN65_07640;histidine kinase;1662052;1663317;1266;f
PRJNA276168:UN65_07645;DNA repair protein RadA;1663324;1664685;1362;f
PRJNA276168:UN65_07650;hypothetical protein;1664697;1665212;516;f
PRJNA276168:UN65_07655;glycosyl transferase;1665221;1667188;1968;f
PRJNA276168:UN65_07660;membrane protein;1667254;1668876;1623;f
PRJNA276168:UN65_07665;aldo/keto reductase;1669001;1670035;1035;r
PRJNA276168:UN65_07670;cell envelope biogenesis protein OmpA;1670130;1671098;969;r
PRJNA276168:UN65_07675;exodeoxyribonuclease III;1671120;1671878;759;r
PRJNA276168:UN65_07680;glycerol acyltransferase;1672132;1673943;1812;f
PRJNA276168:UN65_07685;hypothetical protein;1674037;1674459;423;f
PRJNA276168:UN65_07690;lipoprotein;1674635;1675030;396;f
PRJNA276168:UN65_07695;adenylate cyclase;1675027;1675506;480;r
PRJNA276168:UN65_07700;DNA polymerase IV;1675591;1676667;1077;f
PRJNA276168:UN65_07705;pyruvate kinase;1676680;1678113;1434;r
PRJNA276168:UN65_07710;hypothetical protein;1678116;1678601;486;r
PRJNA276168:UN65_07715;hypothetical protein;1679012;1679239;228;f
PRJNA276168:UN65_07720;adenosylmethionine-8-amino-7-oxononanoate aminotransferase;1679421;1680692;1272;r
PRJNA276168:UN65_07725;ATP-dependent dethiobiotin synthetase BioD;1680748;1681365;618;r
PRJNA276168:UN65_07730;hypothetical protein;1681492;1681695;204;f
PRJNA276168:UN65_07735;hypothetical protein;1682115;1683005;891;r
PRJNA276168:UN65_07740;hypothetical protein;1683017;1683523;507;r
PRJNA276168:UN65_07745;FeS assembly SUF system protein;1683593;1683916;324;r
PRJNA276168:UN65_07750;Fe-S metabolism protein SufE;1684002;1684421;420;r
PRJNA276168:UN65_07755;hypothetical protein;1684447;1684848;402;r
PRJNA276168:UN65_07760;cysteine sulfinate desulfinase;1684988;1686202;1215;r
PRJNA276168:UN65_07765;hypothetical protein;1686265;1687488;1224;r
PRJNA276168:UN65_07775;beta-lactamase;1688575;1689912;1338;f
PRJNA276168:UN65_07790;BatE protein;1691833;1692579;747;r
PRJNA276168:UN65_07795;BatD protein;1692740;1694536;1797;r
PRJNA276168:UN65_07800;BatC protein;1694554;1695297;744;r
PRJNA276168:UN65_07805;BatB protein;1695331;1696374;1044;r
PRJNA276168:UN65_07810;aerotolerance regulator BatA;1696410;1697411;1002;r
PRJNA276168:UN65_07815;hypothetical protein;1697411;1698997;1587;r
PRJNA276168:UN65_07825;hypothetical protein;1699385;1700251;867;r
PRJNA276168:UN65_07830;ATPase;1700309;1701313;1005;r
PRJNA276168:UN65_07835;ATPase AAA;1701487;1702623;1137;f
PRJNA276168:UN65_07840;ribonuclease III;1702630;1703376;747;r
PRJNA276168:UN65_07845;3-oxoacyl-ACP synthase;1703386;1704636;1251;r
PRJNA276168:UN65_07850;acyl carrier protein;1704834;1705070;237;r
PRJNA276168:UN65_07855;phosphoribosylglycinamide formyltransferase;1705291;1705854;564;f
PRJNA276168:UN65_07860;ribonuclease HI;1705874;1706353;480;f
PRJNA276168:UN65_07865;lipoprotein signal peptidase;1707091;1707684;594;r
PRJNA276168:UN65_07870;molecular chaperone DnaK;1707797;1708177;381;r
PRJNA276168:UN65_07875;isoleucyl-tRNA synthase;1708233;1711694;3462;r
PRJNA276168:UN65_07880;hypothetical protein;1711854;1712561;708;f
PRJNA276168:UN65_07885;hypothetical protein;1712567;1713232;666;f
PRJNA276168:UN65_07890;DNA recombination protein RecO;1713238;1713957;720;r
PRJNA276168:UN65_07895;acyltransferase 3 [3074773:3075730](+);1713964;1714920;957;r
PRJNA276168:UN65_07900;T9SS C-terminal target domain-containing protein [3072442:3074731](+);1714963;1717251;2289;r
PRJNA276168:UN65_07905;glutamate dehydrogenase;1717362;1718705;1344;r
PRJNA276168:UN65_07910;glutamate dehydrogenase;1718900;1719703;804;f
PRJNA276168:UN65_07915;cystathionine gamma-synthase;1719747;1720895;1149;r
PRJNA276168:UN65_07920;aldehyde dehydrogenase;1721399;1722967;1569;r
PRJNA276168:UN65_07925;3-hydroxyanthranilate 3%2C4-dioxygenase;1723046;1723576;531;r
PRJNA276168:UN65_07930;endonuclease;1723631;1724722;1092;r
PRJNA276168:UN65_07935;TonB-dependent receptor;1724862;1727672;2811;f
PRJNA276168:UN65_07940;hypothetical protein;1727659;1728315;657;f
PRJNA276168:UN65_07945;putative lipoprotein [3059932:3061369](-);1728337;1729758;1422;f
PRJNA276168:UN65_07950;GTPase HflX;1729854;1731074;1221;f
PRJNA276168:UN65_07955;sugar kinase;1731372;1732298;927;f
PRJNA276168:UN65_07960;amidophosphoribosyltransferase;1732386;1734284;1899;f
PRJNA276168:UN65_07970;transposase;1736830;1737480;651;f
PRJNA276168:UN65_07975;peptidase M1;1737752;1739614;1863;r
PRJNA276168:UN65_07980;peptidase S8;1739676;1741286;1611;r
PRJNA276168:UN65_07985;beta-lactamase;1741347;1742207;861;r
PRJNA276168:UN65_07990;peptidase M48 [3047228:3048308](+);1742715;1743794;1080;r
PRJNA276168:UN65_07995;hypothetical protein;1743794;1744753;960;r
PRJNA276168:UN65_08000;%5BFe-S%5D-binding protein;1744917;1745246;330;f
PRJNA276168:UN65_08005;cysteine desulfurase;1745591;1747039;1449;f
PRJNA276168:UN65_08010;FMN reductase;1747039;1747530;492;f
PRJNA276168:UN65_08015;cysteine desulfurase;1747543;1748292;750;f
PRJNA276168:UN65_08020;30S ribosomal protein S23;1748324;1748716;393;f
PRJNA276168:UN65_08025;Fe-S cluster assembly protein SufD;1748755;1750071;1317;f
PRJNA276168:UN65_08030;colicin V production protein;1750278;1750844;567;r
PRJNA276168:UN65_08035;hypothetical protein;1750971;1751327;357;f
PRJNA276168:UN65_08040;phenylalanyl-tRNA synthetase subunit alpha;1751420;1752439;1020;f
PRJNA276168:UN65_08045;phenylalanyl-tRNA synthetase subunit alpha;1752522;1752929;408;f
PRJNA276168:UN65_08050;glycerol-3-phosphate dehydrogenase;1753105;1754100;996;r
PRJNA276168:UN65_08055;nicotinic acid mononucleotide adenyltransferase;1754283;1755182;900;f
PRJNA276168:UN65_08060;aldehyde reductase;1755286;1756449;1164;r
PRJNA276168:UN65_08065;NUDIX hydrolase;1756851;1757543;693;f
PRJNA276168:UN65_08070;phosphoribosylpyrophosphate synthetase;1757921;1758751;831;f
PRJNA276168:UN65_08075;hypothetical protein;1758748;1759278;531;f
PRJNA276168:UN65_08080;hypothetical protein;1759296;1761473;2178;f
PRJNA276168:UN65_08085;RNAse Z;1761479;1762348;870;f
PRJNA276168:UN65_08090;transcriptional regulator;1762401;1763846;1446;f
PRJNA276168:UN65_08095;O-acetyl-ADP-ribose deacetylase 1;1763946;1764455;510;f
PRJNA276168:UN65_08100;hypothetical protein;1764469;1765473;1005;f
PRJNA276168:UN65_08105;RNA 2%27-phosphotransferase;1765482;1766027;546;f
PRJNA276168:UN65_08110;metallophosphatase;1766220;1766945;726;f
PRJNA276168:UN65_08115;hypothetical protein;1766976;1767434;459;f
PRJNA276168:UN65_08120;transposase;1767514;1767975;462;f
PRJNA276168:UN65_08125;nicotinate phosphoribosyltransferase;1768664;1770118;1455;f
PRJNA276168:UN65_08130;transposase;1770132;1770743;612;r
PRJNA276168:UN65_08135;hypothetical protein;1770703;1771200;498;r
PRJNA276168:UN65_08140;N-acetylmuramoyl-L-alanine amidase;1772058;1772960;903;f
PRJNA276168:UN65_08145;nicotinate-nucleotide adenylyltransferase;1773023;1773604;582;r
PRJNA276168:UN65_08150;S23 ribosomal protein;1773679;1774047;369;r
PRJNA276168:UN65_08155;guanylate kinase;1774115;1774690;576;r
PRJNA276168:UN65_08160;hypothetical protein;1774784;1775644;861;r
PRJNA276168:UN65_08165;cytochrome C peroxidase;1775876;1776901;1026;f
PRJNA276168:UN65_08170;multidrug transporter;1776976;1777869;894;r
PRJNA276168:UN65_08175;arsenate reductase;1777862;1778218;357;r
PRJNA276168:UN65_08180;helicase;1778373;1780676;2304;f
PRJNA276168:UN65_08185;8-amino-7-oxononanoate synthase;1780639;1781781;1143;r
PRJNA276168:UN65_08190;hypothetical protein;1781784;1782248;465;r
PRJNA276168:UN65_08195;ATP synthase subunit delta;1782374;1782655;282;r
PRJNA276168:UN65_08200;ATP synthase subunit beta;1782732;1784243;1512;r
PRJNA276168:UN65_08205;hypothetical protein;1784432;1786036;1605;r
PRJNA276168:UN65_08210;membrane protein;1786063;1788828;2766;r
PRJNA276168:UN65_08215;recombinase RecX;1789150;1789614;465;f
PRJNA276168:UN65_08220;beta-ketoacyl synthase;1789603;1790757;1155;r
PRJNA276168:UN65_08225;phage tail protein;1791521;1791907;387;f
PRJNA276168:UN65_08230;hypothetical protein;1792133;1792522;390;f
PRJNA276168:UN65_08240;hypothetical protein;1794476;1796095;1620;f
PRJNA276168:UN65_08245;hypothetical protein;1796088;1797167;1080;f
PRJNA276168:UN65_08250;hypothetical protein;1797443;1797910;468;f
PRJNA276168:UN65_08255;transposase;1798286;1798936;651;r
PRJNA276168:UN65_08275;tRNA %28guanine-N7%29-methyltransferase;1800650;1801324;675;f
PRJNA276168:UN65_08280;amino acid transporter [1849237:1849864](+);1802209;1802835;627;f
PRJNA276168:UN65_08285;cysteine methyltransferase;1802829;1803185;357;f
PRJNA276168:UN65_08290;mrp;1803345;1804472;1128;f
PRJNA276168:UN65_08295;nitrogen fixation protein NifU;1804543;1804782;240;f
PRJNA276168:UN65_08300;ferredoxin-NADP reductase;1804891;1805949;1059;f
PRJNA276168:UN65_08305;permease;1806156;1807022;867;r
PRJNA276168:UN65_08315;peptidase S8 [1854628:1861036](+);1807587;1814000;6414;f
PRJNA276168:UN65_08320;ribonuclease P;1814096;1814491;396;f
PRJNA276168:UN65_08325;transcriptional regulator [1861519:1862173](-);1814484;1815137;654;r
PRJNA276168:UN65_08330;two-component system sensor histidine kinase [1862195:1864160](-);1815160;1817253;2094;r
PRJNA276168:UN65_08335;hypothetical protein;1817945;1818325;381;f
PRJNA276168:UN65_08340;transposase;1818664;1819152;489;f
PRJNA276168:UN65_08345;hypothetical protein;1819524;1819727;204;r
PRJNA276168:UN65_08350;metallophosphatase;1820131;1820856;726;f
PRJNA276168:UN65_08355;membrane protein;1820891;1821388;498;f
PRJNA276168:UN65_08360;PhnA protein;1821388;1821957;570;f
PRJNA276168:UN65_08370;transposase;1822398;1823381;984;r
PRJNA276168:UN65_08375;transposase;1823374;1823724;351;r
PRJNA276168:UN65_08380;glycosyltransferase;1823825;1824892;1068;f
PRJNA276168:UN65_08385;membrane-binding protein;1824988;1825305;318;r
PRJNA276168:UN65_08390;histidine kinase;1825428;1826483;1056;r
PRJNA276168:UN65_08395;ArsR family transcriptional regulator;1826483;1827166;684;r
PRJNA276168:UN65_08400;hypothetical protein;1827348;1830026;2679;f
PRJNA276168:UN65_08405;hypothetical protein;1830062;1831231;1170;f
PRJNA276168:UN65_08410;secretion protein;1831328;1831666;339;f
PRJNA276168:UN65_08415;T9SS C-terminal target domain-containing protein [1876853:1877819](+);1831974;1832939;966;f
PRJNA276168:UN65_08425;aminopeptidase;1834284;1835474;1191;f
PRJNA276168:UN65_08430;acetyl-CoA carboxylase;1835771;1837120;1350;r
PRJNA276168:UN65_08435;acetyl-CoA carboxylase;1837216;1837710;495;r
PRJNA276168:UN65_08440;3-oxoacyl-ACP synthase;1837739;1838734;996;r
PRJNA276168:UN65_08445;50S ribosomal protein L32;1838901;1839095;195;r
PRJNA276168:UN65_08450;DNA-binding protein;1839105;1839623;519;r
PRJNA276168:UN65_08455;4-hydroxythreonine-4-phosphate dehydrogenase;1839808;1840845;1038;r
PRJNA276168:UN65_08460;riboflavin synthase subunit alpha;1840900;1841490;591;f
PRJNA276168:UN65_08465;ATP F0F1 synthase subunit gamma;1841550;1842407;858;r
PRJNA276168:UN65_08470;ATP F0F1 synthase subunit alpha;1842479;1844056;1578;r
PRJNA276168:UN65_08475;ATP synthase subunit delta;1844089;1844622;534;r
PRJNA276168:UN65_08480;ATP F0F1 synthase subunit B;1844635;1845135;501;r
PRJNA276168:UN65_08485;ATP synthase subunit C;1845222;1845416;195;r
PRJNA276168:UN65_08490;ATP synthase F0 subunit A;1845477;1846676;1200;r
PRJNA276168:UN65_08495;hypothetical protein;1846839;1847210;372;r
PRJNA276168:UN65_08500;F0F1-ATPase subunit;1847210;1847443;234;r
PRJNA276168:UN65_08505;hypothetical protein;1847430;1847819;390;r
PRJNA276168:UN65_08510;gliding motility protein;1847823;1850408;2586;r
PRJNA276168:UN65_08515;T9SS C-terminal target domain-containing protein [1895458:1897072](-);1850579;1852192;1614;r
PRJNA276168:UN65_08520;flavodoxin reductase;1852385;1853440;1056;f
PRJNA276168:UN65_08525;heptosyltransferase;1853472;1854500;1029;r
PRJNA276168:UN65_08530;hypothetical protein;1854582;1855184;603;r
PRJNA276168:UN65_08535;lipopolysaccharide biosynthesis protein;1855245;1856210;966;f
PRJNA276168:UN65_08540;uracil phosphoribosyltransferase;1856214;1856867;654;f
PRJNA276168:UN65_08545;hypothetical protein;1856862;1857794;933;r
PRJNA276168:UN65_08550;uracil phosphoribosyltransferase;1857842;1858072;231;f
PRJNA276168:UN65_08555;phosphoribosylamine--glycine ligase;1858147;1859427;1281;r
PRJNA276168:UN65_08560;AMP-binding protein;1859518;1860828;1311;f
PRJNA276168:UN65_08565;glycosyl transferase;1860825;1861577;753;r
PRJNA276168:UN65_08570;colanic biosynthesis UDP-glucose lipid carrier transferase [1906438:1907767](-);1861578;1862906;1329;r
PRJNA276168:UN65_08575;NAD-dependent dehydratase;1862910;1863893;984;r
PRJNA276168:UN65_08580;dTDP-4-dehydrorhamnose reductase;1863890;1864744;855;r
PRJNA276168:UN65_08585;dTDP-4-dehydrorhamnose 3%2C5-epimerase;1864738;1865289;552;r
PRJNA276168:UN65_08590;hypothetical protein;1865292;1867577;2286;r
PRJNA276168:UN65_08595;hypothetical protein;1867822;1869504;1683;r
PRJNA276168:UN65_08600;endothelin-converting protein;1869686;1871722;2037;r
PRJNA276168:UN65_08605;cytochrome C oxidase assembly protein;1871890;1872564;675;f
PRJNA276168:UN65_08615;fumarate hydratase;1873589;1875190;1602;f
PRJNA276168:UN65_08620;peptidase M1;1875273;1877228;1956;f
PRJNA276168:UN65_08625;zinc metalloprotease;1877304;1878653;1350;f
PRJNA276168:UN65_08640;transposase;1878995;1879231;237;r
PRJNA276168:UN65_08650;hypothetical protein;1879801;1880289;489;f
PRJNA276168:UN65_08655;NAD-dependent epimerase;1880300;1881253;954;r
PRJNA276168:UN65_08660;hypothetical protein;1881371;1882000;630;f
PRJNA276168:UN65_08665;transcription-repair coupling factor;1882006;1885359;3354;f
PRJNA276168:UN65_08670;aspartate kinase;1885464;1886126;663;r
PRJNA276168:UN65_08675;hypothetical protein;1886290;1886649;360;r
PRJNA276168:UN65_08680;peptidase S66;1886717;1887619;903;r
PRJNA276168:UN65_08685;hypothetical protein;1887654;1887863;210;r
PRJNA276168:UN65_08690;methionyl-tRNA synthetase;1888229;1890304;2076;f
PRJNA276168:UN65_08695;ferritin;1890832;1891341;510;f
PRJNA276168:UN65_08700;hypothetical protein;1891350;1891532;183;f
PRJNA276168:UN65_08705;HAD family hydrolase;1891591;1892277;687;f
PRJNA276168:UN65_08710;transcriptional regulator;1892627;1893040;414;f
PRJNA276168:UN65_08715;heme NO-binding protein;1893046;1893588;543;f
PRJNA276168:UN65_08725;histidine kinase;1895527;1896660;1134;f
PRJNA276168:UN65_08730;histidine kinase;1896660;1897706;1047;f
PRJNA276168:UN65_08735;histidine kinase;1897693;1898013;321;f
PRJNA276168:UN65_08740;LytR family transcriptional regulator;1898017;1898736;720;f
PRJNA276168:UN65_08745;T9SS C-terminal target domain-containing protein [1944653:1947227](+);1898858;1901431;2574;f
PRJNA276168:UN65_08750;hypothetical protein;1901465;1903468;2004;r
PRJNA276168:UN65_08755;hypothetical protein;1903645;1903983;339;f
PRJNA276168:UN65_08760;sugar isomerase;1903995;1905272;1278;f
PRJNA276168:UN65_08765;glycosyl transferase family 1;1905311;1906498;1188;f
PRJNA276168:UN65_08770;glycosyl hydrolase family 5;1906853;1908403;1551;r
PRJNA276168:UN65_08780;membrane protein;1909607;1912696;3090;r
PRJNA276168:UN65_08785;transcriptional regulator;1912871;1914082;1212;f
PRJNA276168:UN65_08790;SAM-dependent methyltransferase;1914261;1915427;1167;r
PRJNA276168:UN65_08795;peptidase M4;1915508;1918216;2709;r
PRJNA276168:UN65_08800;succinyl-CoA:3-ketoacid-CoA transferase;1918400;1919056;657;r
PRJNA276168:UN65_08805;30S ribosomal S23;1919095;1919448;354;r
PRJNA276168:UN65_08810;succinyl-CoA:3-ketoacid-CoA transferase;1919480;1920178;699;r
PRJNA276168:UN65_08815;penicillin-binding protein;1920187;1922517;2331;r
PRJNA276168:UN65_08820;gliding motility protein GldH;1922520;1923008;489;r
PRJNA276168:UN65_08825;hypothetical protein;1922998;1924395;1398;r
PRJNA276168:UN65_08830;4Fe-4S ferredoxin;1924569;1924799;231;r
PRJNA276168:UN65_08835;collagenase;1924799;1926040;1242;r
PRJNA276168:UN65_08840;sulfurtransferase;1926104;1927474;1371;r
PRJNA276168:UN65_08845;secretion protein HlyD [1973404:1973641](-);1927821;1928057;237;r
PRJNA276168:UN65_08850;transposase;1928129;1928395;267;f
PRJNA276168:UN65_08860;hypothetical protein;1929349;1929639;291;f
PRJNA276168:UN65_08865;single-stranded DNA-binding protein;1929834;1930166;333;r
PRJNA276168:UN65_08870;hypothetical protein;1930501;1931472;972;f
PRJNA276168:UN65_08875;hypothetical protein;1931682;1932029;348;f
PRJNA276168:UN65_08880;epimerase;1932033;1932863;831;f
PRJNA276168:UN65_08885;drug/metabolite-transporting permease;1932863;1933762;900;f
PRJNA276168:UN65_08890;peptidase S9%2C prolyl oligopeptidase;1933850;1935742;1893;f
PRJNA276168:UN65_08895;thioesterase;1935953;1936465;513;r
PRJNA276168:UN65_08900;hypothetical protein;1936548;1937504;957;r
PRJNA276168:UN65_08905;DNA processing protein DprA;1937713;1938813;1101;f
PRJNA276168:UN65_08910;hypothetical protein;1939379;1940479;1101;r
PRJNA276168:UN65_08915;hypothetical protein;1940611;1942800;2190;r
PRJNA276168:UN65_08925;hypothetical protein;1943097;1943594;498;f
PRJNA276168:UN65_08930;transposase;1943554;1944165;612;f
PRJNA276168:UN65_08935;hypothetical protein;1944162;1944365;204;r
PRJNA276168:UN65_08940;CRISPR-associated protein Csn1;1945415;1949794;4380;r
PRJNA276168:UN65_08945;hypothetical protein;1949965;1951446;1482;r
PRJNA276168:UN65_08950;peptidase;1951446;1951928;483;r
PRJNA276168:UN65_08955;preprotein translocase subunit TatA;1952077;1952256;180;f
PRJNA276168:UN65_08960;AsnC family transcriptional regulator;1952280;1952741;462;f
PRJNA276168:UN65_08965;argininosuccinate lyase;1952738;1954048;1311;r
PRJNA276168:UN65_08970;acetylornithine deacetylase;1954020;1955114;1095;r
PRJNA276168:UN65_08975;acetylglutamate kinase;1955118;1955891;774;r
PRJNA276168:UN65_08980;acetylornithine carbamoyltransferase;1955895;1956842;948;r
PRJNA276168:UN65_08985;acetylornithine aminotransferase;1956876;1958000;1125;r
PRJNA276168:UN65_08990;N-acetyl-gamma-glutamyl-phosphate reductase;1958037;1958999;963;r
PRJNA276168:UN65_08995;argininosuccinate synthase;1958986;1960197;1212;r
PRJNA276168:UN65_09005;methyl-accepting chemotaxis sensory transducer [2011006:2011963](+);1961350;1962306;957;f
PRJNA276168:UN65_09010;hypothetical protein;1962310;1963773;1464;f
PRJNA276168:UN65_09015;T9SS C-terminal target domain-containing protein [2013847:2016346](+);1964192;1966690;2499;f
PRJNA276168:UN65_09020;hypothetical protein;1966880;1968688;1809;r
PRJNA276168:UN65_09025;hypothetical protein;1968675;1968917;243;r
PRJNA276168:UN65_09030;hypothetical protein;1968914;1969858;945;r
PRJNA276168:UN65_09035;RNA-binding protein;1969892;1972015;2124;r
PRJNA276168:UN65_09040;hypothetical protein;1972130;1973467;1338;f
PRJNA276168:UN65_09045;hypothetical protein;1973505;1974344;840;r
PRJNA276168:UN65_09050;TonB-dependent receptor [2020885:2023090](-);1974331;1976535;2205;r
PRJNA276168:UN65_09055;membrane protein;1976646;1976906;261;f
PRJNA276168:UN65_09060;ATPase;1976946;1978082;1137;r
PRJNA276168:UN65_09065;hypothetical protein;1978210;1979256;1047;r
PRJNA276168:UN65_09070;hypothetical protein;1979470;1980072;603;f
PRJNA276168:UN65_09075;cobalt transporter;1980083;1980997;915;r
PRJNA276168:UN65_09080;ribose 5-phosphate isomerase;1981087;1981518;432;r
PRJNA276168:UN65_09085;ribonuclease R;1982346;1984523;2178;f
PRJNA276168:UN65_09090;chaperonin;1984767;1985438;672;f
PRJNA276168:UN65_09095;lysine transporter LysE;1985554;1986240;687;f
PRJNA276168:UN65_09100;hypothetical protein;1986342;1987007;666;f
PRJNA276168:UN65_09115;dihydroneopterin aldolase;1987562;1987918;357;r
PRJNA276168:UN65_09120;glutamate--tRNA ligase;1988037;1989725;1689;f
PRJNA276168:UN65_09125;hypothetical protein;1989817;1990572;756;f
PRJNA276168:UN65_09130;protease;1990774;1991754;981;r
PRJNA276168:UN65_09135;glutamyl-tRNA synthetase;1991870;1993372;1503;r
PRJNA276168:UN65_09140;glutamyl-tRNA synthetase;1993544;1996891;3348;f
PRJNA276168:UN65_09145;rRNA maturation factor;1996878;1997300;423;f
PRJNA276168:UN65_09150;tRNA uridine 5-carboxymethylaminomethyl modification protein;1997433;1999304;1872;f
PRJNA276168:UN65_09155;methyltransferase;1999400;2000251;852;f
PRJNA276168:UN65_09160;membrane protein;2002360;2002941;582;f
PRJNA276168:UN65_09165;DoxX family protein;2002991;2003374;384;r
PRJNA276168:UN65_09170;DNA polymerase III subunit delta%27;2003379;2004527;1149;r
PRJNA276168:UN65_09175;hypothetical protein;2005099;2005536;438;f
PRJNA276168:UN65_09180;hypothetical protein;2005610;2006893;1284;f
PRJNA276168:UN65_09185;adhesin precursor SprC [2054464:2055943](+);2006995;2008473;1479;f
PRJNA276168:UN65_09200;T9SS C-terminal target domain-containing protein [2060141:2074361](+);2012012;2026228;14217;f
PRJNA276168:UN65_09205;membrane protein;2026244;2027236;993;f
PRJNA276168:UN65_09210;phosphoglycerate kinase;2027342;2028529;1188;f
PRJNA276168:UN65_09215;lytic transglycosylase;2028632;2030668;2037;f
PRJNA276168:UN65_09220;GNAT family acetyltransferase;2030720;2031169;450;f
PRJNA276168:UN65_09230;hypothetical protein;2032599;2034284;1686;r
PRJNA276168:UN65_09235;leucyl-tRNA synthetase;2034295;2037219;2925;r
PRJNA276168:UN65_09240;membrane-associated phospholipid phosphatase [2086828:2087584](-);2037282;2038004;723;r
PRJNA276168:UN65_09245;hypothetical protein;2038045;2039046;1002;r
PRJNA276168:UN65_09250;cell division protein FtsX;2039169;2040044;876;f
PRJNA276168:UN65_09255;hypothetical protein;2040125;2040355;231;f
PRJNA276168:UN65_09260;UDP-diphosphatase;2040436;2041245;810;f
PRJNA276168:UN65_09265;pseudouridine synthase;2041250;2041948;699;f
PRJNA276168:UN65_09270;thioredoxin;2042102;2042731;630;r
PRJNA276168:UN65_09275;DNA-3-methyladenine glycosylase;2042876;2043436;561;f
PRJNA276168:UN65_09280;thiamine biosynthesis protein ThiS;2043634;2043840;207;f
PRJNA276168:UN65_09285;thiamine biosynthesis protein ThiC;2043927;2045741;1815;f
PRJNA276168:UN65_09290;thiamine-phosphate diphosphorylase [2095428:2096001](+);2045883;2046455;573;f
PRJNA276168:UN65_09295;hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [2095967:2096720](+);2046422;2047174;753;f
